"activityId" "subjectId" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "activityType"
1 6 0.33405176 -0.027246045 -0.12025572 -0.25501338 0.28075418 -0.4321067 0.95289906 -0.23997611 0.036828828 -0.97719472 -0.97548738 -0.92811148 -0.39788743 -0.075029581 0.065746297 -0.12203932 0.12234756 -0.45276742 -0.19558464 -0.023512249 0.0090319359 -0.284338 -0.18685683 -0.2776041 0.22853999 0.13084241 0.1315535 0.024056866 -0.22268458 -0.014118315 -0.10479033 -0.19096686 -0.10479033 -0.19096686 -0.091979779 -0.11302728 -0.11719667 -0.17329934 -0.11014357 -0.2437883 -0.10474619 0.25869187 -0.40725684 -0.32321637 0.21129319 -0.49414079 -0.067320711 -0.05634067 0.24057838 -0.15319471 0.05844254 -0.41770071 -0.16725232 0.11813742 -0.4848798 -0.3542478 -0.47749089 0.0047890691 0.054195806 -0.22782503 -0.091601408 -0.39748258 -0.16825049 -0.41643635 0.098913709 0.16661191 0.33165946 -0.15951159 -0.33480757 0.10185649 0.0018165373 -0.28701802 0.092732735 -0.091367838 -0.39003823 0.3133433 -0.21837077 -0.333615 0.12872142 "WALKING"
1 21 0.27435928 -0.01839373 -0.095059822 -0.26528965 0.03477483 -0.18773307 0.86170084 -0.36890062 -0.19750308 -0.96653226 -0.98606161 -0.98434454 -0.012991489 -0.059250585 0.35421762 -0.05472645 -0.10784174 -0.40676732 -0.10256027 -0.017761191 0.14387836 -0.42157944 -0.45342437 -0.30813189 -0.054534731 -0.071387436 0.049054636 -0.26248267 -0.51970208 -0.48411176 -0.11720883 -0.28150439 -0.11720883 -0.28150439 -0.12560117 -0.089325688 -0.30020568 -0.4506676 -0.45096498 -0.48558807 -0.15891307 0.017075379 -0.25175593 -0.31166252 -0.021183408 -0.21628706 -0.13094962 -0.00095921915 0.20662144 -0.05798833 -0.11419394 -0.33322922 -0.13782195 -0.16462452 -0.48004933 -0.14206873 -0.23162548 -0.10290972 -0.27067704 -0.4132851 -0.28680433 -0.46947048 -0.48365285 -0.378437 -0.090925151 -0.031571582 -0.25003329 -0.17000434 -0.4646195 0.20372861 -0.13663382 -0.034454618 0.21841113 -0.40585902 -0.58598462 0.41938775 -0.50514479 -0.49624871 0.10817654 "WALKING"
1 3 0.27072544 -0.011880203 -0.08906095 -0.37183144 -0.14990416 -0.36871959 0.93994338 -0.26941616 -0.12329968 -0.97918909 -0.96666293 -0.9553268 0.17326347 0.080324548 -0.014969219 -0.28703655 -0.1650723 -0.50515648 -0.040348902 -0.0916075 0.082319435 -0.62709439 -0.60263259 -0.45069063 -0.12050549 -0.042614408 -0.11900272 -0.38916528 -0.69655463 -0.56839401 -0.28042487 -0.35017304 -0.28042487 -0.35017304 -0.31017264 -0.19933688 -0.51796674 -0.58423487 -0.59641223 -0.61985463 -0.36040125 -0.20873862 -0.40254197 -0.37631485 -0.17317047 -0.39961485 -0.26805477 0.11071079 0.027271512 -0.32927796 -0.26477736 -0.47983944 -0.30561356 -0.1125112 -0.52768281 -0.1885056 -0.22291056 -0.33478296 -0.46316019 -0.62211256 -0.43108057 -0.68116099 -0.59378871 -0.50739555 0.063087162 -0.18526469 -0.16504736 -0.34026553 -0.45641146 0.08258909 -0.25617643 -0.13183112 0.12123258 -0.57670971 -0.6632818 0.21253733 -0.63934719 -0.62122233 0.25993696 "WALKING"
1 30 0.28434906 -0.0075525858 -0.12791302 -0.39017804 -0.19627305 -0.1481336 0.96131347 -0.16806701 -0.031158136 -0.97929253 -0.93816261 -0.94765111 0.16192453 0.25084056 -0.12259434 -0.39815649 -0.38131372 -0.55493613 -0.032156864 -0.1042833 0.10847857 -0.43550236 -0.057553425 -0.26250842 -0.22896275 -0.15295775 -0.021800445 -0.59316237 -0.5212365 -0.52503973 -0.23878178 -0.37702895 -0.23878178 -0.37702895 -0.41818662 -0.37331456 -0.10518657 -0.31258873 -0.52591512 -0.58495617 -0.38668 -0.23707311 -0.34139438 -0.39147643 -0.22549001 -0.11655202 -0.39110747 0.10112807 0.091615993 -0.40842066 -0.40838738 -0.46969643 -0.44153709 -0.39292107 -0.64644714 -0.35808224 -0.31147454 0.18791768 -0.4929732 -0.26212046 -0.39025753 -0.42975307 0.042568146 -0.29253642 -0.1935077 -0.47186801 -0.23245686 -0.37202434 -0.47625515 0.016857803 -0.37473236 -0.37419811 0.16830137 -0.4166059 -0.36106263 -0.10833312 -0.58906937 -0.60842869 0.069061336 "WALKING"
1 3 0.32614515 -0.043925372 -0.12927787 -0.27516332 -0.099460476 -0.38090625 0.9204733 -0.26071089 -0.16359153 -0.98977322 -0.98012236 -0.98552333 -0.33466244 -0.078431456 -0.10268076 -0.1290631 0.011714076 -0.50888696 -0.095260408 -0.047828381 0.049372165 -0.60702457 -0.45508468 -0.42510061 -0.20878291 -0.14585976 0.20136756 -0.37645553 -0.49512204 -0.53623534 -0.20043562 -0.3101953 -0.20043562 -0.3101953 -0.17806101 -0.0762926 -0.43069434 -0.51272613 -0.48203927 -0.48502709 -0.17192473 -0.13240539 -0.39660191 -0.32003973 -0.13887279 -0.42143248 -0.081480641 0.23314467 -0.01024023 -0.22082162 -0.13842222 -0.4932314 -0.11188259 0.10377772 -0.52202362 -0.41264003 -0.12901518 -0.37865055 -0.4644368 -0.45328818 -0.35587688 -0.65287998 -0.46001568 -0.50221106 0.16074922 0.042474898 0.019946184 -0.29550393 -0.42512343 0.15409309 -0.17022696 0.025590088 -0.17739825 -0.53183035 -0.58353817 0.25787182 -0.52723189 -0.46872714 -0.061960021 "WALKING"
1 23 0.26272713 -0.002377351 -0.17925193 -0.2864927 -0.19126269 0.21873952 0.94343537 -0.16492046 -0.13503471 -0.97994091 -0.97954843 -0.95523761 -0.32343124 0.0027114596 0.73142481 -0.20387988 -0.16080565 -0.0026006605 -0.015269987 -0.037649037 0.10367049 -0.53539356 0.37872924 -0.21852805 -0.011410767 0.11270073 0.36916842 -0.38475458 0.46619335 -0.32361126 -0.091717988 -0.15528359 -0.091717988 -0.15528359 -0.067164997 -0.018512585 0.017956787 0.24768532 0.13475806 0.39402601 -0.18141039 -0.12917657 0.2430926 -0.33230894 -0.27803434 0.10373789 -0.13495708 0.040441129 0.33668057 -0.22446837 -0.20297681 -0.018118004 -0.25333905 -0.17035307 0.012003161 -0.4180437 -0.24121637 -0.53696934 -0.35560157 0.37228517 -0.047736377 -0.59363287 0.3728983 -0.35487972 -0.058022152 0.22859189 0.2729343 -0.089206589 -0.32591873 0.2791811 -0.025170507 -0.017194711 0.062275052 0.38052385 -0.089436712 0.54066426 0.34062513 0.36451491 0.29051121 "WALKING"
1 14 0.3087853 -0.036460341 -0.11185536 -0.35868891 0.011566275 0.14115853 0.7650244 -0.28538425 -0.46643833 -0.96732921 -0.96250664 -0.95910992 -0.33581228 0.028474462 0.14866208 -0.41294619 -0.27539928 -0.41122002 -0.034599571 -0.07600812 0.097388765 -0.55371817 0.03486127 -0.042520964 -0.2110958 -0.33006337 -0.57701207 -0.51632754 -0.49639752 -0.44124897 -0.093471128 -0.258172 -0.093471128 -0.258172 -0.31601061 -0.38780312 -0.086900081 -0.14735538 -0.47140373 -0.57043439 -0.30249231 -0.088604428 -0.077812105 -0.38212725 -0.0019750769 0.16516036 -0.11957253 -0.23727988 -0.28207892 -0.41439233 -0.31154998 -0.31881006 -0.46521221 -0.28395514 -0.5070203 -0.29428486 -0.41999039 -0.18740986 -0.40893303 -0.14199945 -0.027634497 -0.59987872 0.12317848 -0.13487015 -0.076740913 -0.47976488 -0.078796262 -0.23838812 -0.38454248 -0.058772788 -0.33957479 -0.45945968 0.072573613 -0.22023178 -0.24339658 0.020406062 -0.56329252 -0.61040814 0.042634272 "WALKING"
1 30 0.25459802 -0.024958214 -0.11678357 -0.38824741 -0.19876318 -0.16164741 0.96778266 -0.15956887 -0.035790238 -0.98554573 -0.98165622 -0.95673559 0.16363516 -0.11479169 0.046739206 -0.40798488 -0.3750461 -0.57687949 -0.04499278 -0.13623667 0.10517748 -0.46276696 -0.051592175 -0.24047316 -0.12491145 -0.19027188 -0.1870212 -0.57763116 -0.52708377 -0.49885977 -0.23995889 -0.38713267 -0.23995889 -0.38713267 -0.42178464 -0.39905122 -0.11338345 -0.29697288 -0.52162218 -0.5863035 -0.39730247 -0.26758001 -0.36454858 -0.38461951 -0.21419167 -0.12516522 -0.42365711 -0.09447316 -0.21722778 -0.44328397 -0.40343157 -0.51908472 -0.4231551 -0.38562824 -0.63492553 -0.45214941 -0.35176663 -0.20813234 -0.49438335 -0.21698169 -0.32375444 -0.46212823 0.030921371 -0.28443653 -0.29079984 -0.34311083 -0.32335902 -0.38168091 -0.48505433 -0.038788233 -0.38901417 -0.41202017 0.15629832 -0.40494352 -0.34558437 -0.03538961 -0.59008763 -0.61023602 0.19408169 "WALKING"
1 11 0.34054339 0.0048028224 -0.10994888 -0.38413142 0.031389029 -0.55776968 0.9476332 -0.22755967 0.091288745 -0.98440923 -0.96751384 -0.9621071 0.0845296 -0.49021706 0.042301116 -0.33900741 -0.052605472 -0.70711962 -0.04027715 -0.094466354 0.10302524 -0.62639159 -0.50568392 -0.40046587 -0.10532469 -0.072196661 -0.38704196 -0.52424784 -0.73075947 -0.51363282 -0.24175897 -0.47019189 -0.24175897 -0.47019189 -0.32157019 -0.29748177 -0.45494935 -0.56903053 -0.61771733 -0.73254243 -0.37097329 0.066681839 -0.62619276 -0.38931562 -0.053469718 -0.55532667 -0.42306396 0.21608171 0.1017169 -0.38773917 -0.10236583 -0.67758922 -0.34633958 -0.060954272 -0.73493592 -0.28157993 -0.35214929 0.1147719 -0.50358873 -0.65142224 -0.30483797 -0.66557501 -0.43734493 -0.49013407 -0.21766613 -0.33024735 0.10263437 -0.44696611 -0.56559979 0.16707282 -0.30137611 -0.29642896 0.22302694 -0.59785554 -0.62299075 -0.0509333 -0.72637089 -0.75839233 0.014131352 "WALKING"
1 11 0.21975497 -0.046434277 -0.13105627 -0.34848962 0.063595914 -0.53480239 0.95109276 -0.20963094 0.093776598 -0.98779538 -0.96443091 -0.98008588 -0.28288596 0.22262184 -0.15678223 -0.27299429 -0.028200872 -0.65665919 -0.0067918175 -0.085468236 0.12103812 -0.56569032 -0.42809553 -0.43219734 -0.12570303 -0.18121272 0.057916471 -0.47736794 -0.66883128 -0.52843122 -0.20995417 -0.42386762 -0.20995417 -0.42386762 -0.28396365 -0.21859749 -0.39642583 -0.51546978 -0.57782712 -0.68316832 -0.26525013 0.047201728 -0.53630638 -0.3842899 0.0050782606 -0.57124774 -0.16065867 -0.088932826 0.24324547 -0.31961723 -0.10077983 -0.62850544 -0.28824162 -0.012471372 -0.68250636 -0.31639945 -0.40619459 0.016646236 -0.47746641 -0.56379687 -0.37421228 -0.59399737 -0.36228005 -0.50440399 -0.27489846 -0.21265678 -0.13872333 -0.37588363 -0.54199581 0.27116834 -0.21422782 -0.22944452 0.093418812 -0.54651352 -0.57716543 -0.064276597 -0.69533732 -0.68933446 -0.26024769 "WALKING"
